id,date,catalogDate,year,x,mission,vehicle,variant,booster,boosterFlight,turnaroundDays,previousDate,pad,launchCode,source
2024-196,2024-10-30T21:10:00Z,2024 Oct 30 2110,2024,2024.8302785367334,Starlink Group 10-13,Falcon 9,FT5,B1078,14,48.5125,2024-09-12T08:52:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-200,2024-11-05T02:29:30Z,2024 Nov  5 0229:30,2024,2024.8445459547663,Dragon C208.5,Falcon 9,FT5,B1083,5,55.7123,2024-09-10T09:23:49Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-202,2024-11-07T20:19:00Z,2024 Nov  7 2019:00,2024,2024.8520396933818,Starlink Group 6-77,Falcon 9,FT5,B1085,3,40.1262,2024-09-28T17:17:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-204,2024-11-09T06:14:00Z,2024 Nov  9 0614:00,2024,2024.8559008803886,Starlink Group 9-10,Falcon 9,FT5,B1081,11,45.0924,2024-09-25T04:01:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-206,2024-11-11T17:22:00Z,2024 Nov 11 1722,2024,2024.8626328172434,Koreasat-6A,Falcon 9,FT5,B1067,23,54.7722,2024-09-17T22:50:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-207,2024-11-11T21:28:00Z,2024 Nov 11 2128:00,2024,2024.8630995749847,Starlink Group 6-69,Falcon 9,FT5,B1080,12,27.6375,2024-10-15T06:10:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-209,2024-11-14T05:23:00Z,2024 Nov 14 0523:00,2024,2024.8694653157256,Starlink Group 9-11,Falcon 9,FT5,B1082,8,25.0069,2024-10-20T05:13:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-210,2024-11-14T13:21:00Z,2024 Nov 14 1321:00,2024,2024.8703722677596,Starlink Group 6-68,Falcon 9,FT5,B1076,18,26.5764,2024-10-18T23:31:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-212,2024-11-17T22:28:00Z,2024 Nov 17 2228,2024,2024.8796068609593,Optus X,Falcon 9,FT5,B1077,16,73.2882,2024-09-05T15:33:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-213,2024-11-18T05:53:00Z,2024 Nov 18 0553:00,2024,2024.88045119915,Starlink Group 9-12,Falcon 9,FT5,B1071,20,33.8972,2024-10-15T08:21:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-214,2024-11-18T18:31:00Z,2024 Nov 18 1831,2024,2024.881889420158,GSAT-20,Falcon 9,FT5,B1073,19,25.8639,2024-10-23T21:47:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-216,2024-11-21T16:07:50Z,2024 Nov 21 1607:50,2024,2024.8898144985833,Starlink Group 6-66,Falcon 9,FT5,B1069,20,25.7645,2024-10-26T21:47:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-217,2024-11-24T05:25:30Z,2024 Nov 24 0525:30,2024,2024.8967924635701,Starlink Group 9-13,Falcon 9,FT5,B1075,15,24.7212,2024-10-30T12:07:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-220,2024-11-25T10:02:20Z,2024 Nov 25 1002:20,2024,2024.900049964582,Starlink Group 12-1,Falcon 9,FT5,B1080,13,13.5238,2024-11-11T21:28:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-222,2024-11-27T04:41:30Z,2024 Nov 27 0441:30,2024,2024.9049056997571,Starlink Group 6-76,Falcon 9,FT5,B1078,15,27.3135,2024-10-30T21:10:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-224,2024-11-30T05:00:00Z,2024 Nov 30 0500:00,2024,2024.9131375227687,Starlink Group 6-65,Falcon 9,FT5,B1083,6,25.1045,2024-11-05T02:29:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-229,2024-12-04T10:13:10Z,2024 Dec  4 1013:10,2024,2024.9246606835661,Starlink Group 6-70,Falcon 9,FT5,B1067,24,22.7022,2024-11-11T17:22:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-231,2024-12-05T03:05:00Z,2024 Dec  5 0305:00,2024,2024.9265805251973,Starlink Group 9-14,Falcon 9,FT5,B1081,12,25.8687,2024-11-09T06:14:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-234,2024-12-05T16:10:00Z,2024 Dec  5 1610,2024,2024.9280699757135,SXM-9,Falcon 9,FT5,B1076,19,21.1174,2024-11-14T13:21:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-239,2024-12-13T21:55:40Z,2024 Dec 13 2155:40,2024,2024.9505837634083,Starlink Group 11-2,Falcon 9,FT5,B1082,9,29.6894,2024-11-14T05:23:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-242,2024-12-17T00:52:00Z,2024 Dec 17 0052,2024,2024.9591150576807,RRT-1,Falcon 9,FT5,B1085,4,39.1896,2024-11-07T20:19:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-243,2024-12-17T13:19:00Z,2024 Dec 17 1319,2024,2024.9605324074073,NRO Starshield A5,Falcon 9,FT5,B1063,22,53.8368,2024-10-24T17:14:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-247,2024-12-21T11:34:24Z,2024 Dec 21 1134:24,2024,2024.9712629022465,Bandwagon-2,Falcon 9,FT5,B1071,21,33.2371,2024-11-18T05:53:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-249,2024-12-23T05:35:30Z,2024 Dec 23 0535:30,2024,2024.9760464101396,Starlink Group 12-2,Falcon 9,FT5,B1080,14,27.8147,2024-11-25T10:02:20Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-251,2024-12-29T01:58:30Z,2024 Dec 29 0158:30,2024,2024.9920281193079,Starlink Group 11-3,Falcon 9,FT5,B1075,16,34.8563,2024-11-24T05:25:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-252,2024-12-29T05:00:00Z,2024 Dec 29 0500:00,2024,2024.9923724954463,Astranis,Falcon 9,FT5,B1083,7,29.0,2024-11-30T05:00:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2024-254,2024-12-31T05:39:10Z,2024 Dec 31 0539:10,2024,2024.9979112907306,Starlink Group 12-6,Falcon 9,FT5,B1078,16,34.04,2024-11-27T04:41:30Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-001,2025-01-04T01:27:00Z,2025 Jan  4 0127,2025,2025.0083847031963,Thuraya 4-NGS,Falcon 9,FT5,B1073,20,46.2889,2024-11-18T18:31:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-003,2025-01-06T20:43:59Z,2025 Jan  6 2043:59,2025,2025.0160654173008,Starlink Group 6-71,Falcon 9,FT5,B1077,17,49.9278,2024-11-17T22:28:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-004,2025-01-08T15:27:00Z,2025 Jan  8 1527:00,2025,2025.0209417808219,Starlink Group 12-11,Falcon 9,FT5,B1086,3,31.4267,2024-12-08T05:12:30Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-005,2025-01-10T03:53:00Z,2025 Jan 10 0353,2025,2025.0251008371386,NRO Starshield A6,Falcon 9,FT5,B1071,22,19.6796,2024-12-21T11:34:24Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-006,2025-01-10T19:11:20Z,2025 Jan 10 1911:20,2025,2025.0268480466768,Starlink Group 12-12,Falcon 9,FT5,B1067,25,37.3737,2024-12-04T10:13:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-008,2025-01-13T16:47:09Z,2025 Jan 13 1647:09,2025,2025.0347929033485,Starlink Group 12-4,Falcon 9,FT5,B1080,15,21.4664,2024-12-23T05:35:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-009,2025-01-14T19:09:00Z,2025 Jan 14 1909:00,2025,2025.0378025114155,Transporter-12,Falcon 9,FT5,B1088,2,45.4576,2024-11-30T08:10:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-010,2025-01-15T06:11:00Z,2025 Jan 15 0611,2025,2025.0390620243531,BG-1/Hakuto-R M2,Falcon 9,FT5,B1085,5,29.2215,2024-12-17T00:52:00Z,KSC / LC39A,DS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-014,2025-01-21T05:24:50Z,2025 Jan 21 0524:50,2025,2025.0554125443937,Starlink Group 13-1,Falcon 9,FT5,B1083,8,23.0172,2024-12-29T05:00:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-015,2025-01-21T15:45:50Z,2025 Jan 21 1545:50,2025,2025.056594051243,Starlink Group 11-8,Falcon 9,FT5,B1082,10,38.7432,2024-12-13T21:55:40Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-018,2025-01-24T14:07:00Z,2025 Jan 24 1407,2025,2025.0646251902588,Starlink Group 11-6,Falcon 9,FT5,B1063,23,38.0333,2024-12-17T13:19:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-019,2025-01-27T22:05:00Z,2025 Jan 27 2205:00,2025,2025.073753805175,Starlink Group 12-7,Falcon 9,FT5,B1076,20,53.2465,2024-12-05T16:10:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-021,2025-01-30T01:34:00Z,2025 Jan 30 0134,2025,2025.0796308980214,Spainsat NG-1,Falcon 9,FT5,B1073,21,26.0049,2025-01-04T01:27:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-022,2025-02-01T23:02:10Z,2025 Feb  1 2302:10,2025,2025.0875611998986,Starlink Group 11-4,Falcon 9,FT5,B1075,17,34.8775,2024-12-29T01:58:30Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-024,2025-02-04T10:15:00Z,2025 Feb  4 1015:00,2025,2025.0943207762557,Starlink Group 12-3,Falcon 9,FT5,B1069,21,74.755,2024-11-21T16:07:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-025,2025-02-04T23:13:00Z,2025 Feb  4 2313,2025,2025.0958009893454,Maxar-3,Falcon 9,FT5,B1086,4,27.3236,2025-01-08T15:27:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-027,2025-02-08T19:18:30Z,2025 Feb  8 1918:30,2025,2025.1063137366818,Starlink Group 12-9,Falcon 9,FT5,B1078,17,39.569,2024-12-31T05:39:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-029,2025-02-11T02:09:00Z,2025 Feb 11 0209:00,2025,2025.1125742009133,Starlink Group 11-10,Falcon 9,FT5,B1071,23,31.9278,2025-01-10T03:53:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-031,2025-02-11T18:53:20Z,2025 Feb 11 1853:20,2025,2025.114485032978,Starlink Group 12-18,Falcon 9,FT5,B1077,18,35.9232,2025-01-06T20:43:59Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-032,2025-02-15T06:14:10Z,2025 Feb 15 0614:10,2025,2025.123999556063,Starlink Group 12-8,Falcon 9,FT5,B1067,26,35.4603,2025-01-10T19:11:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-034,2025-02-18T23:21:50Z,2025 Feb 18 2321:50,2025,2025.1341739599188,Starlink Group 10-12,Falcon 9,FT5,B1080,16,36.2741,2025-01-13T16:47:09Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-035,2025-02-21T15:19:00Z,2025 Feb 21 1519:00,2025,2025.1414745053273,Starlink Group 12-14,Falcon 9,FT5,B1076,21,24.7181,2025-01-27T22:05:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-037,2025-02-23T01:38:20Z,2025 Feb 23 0138:20,2025,2025.1453925672247,Starlink Group 15-1,Falcon 9,FT5,B1082,11,32.4115,2025-01-21T15:45:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-038,2025-02-27T00:16:30Z,2025 Feb 27 0016:30,2025,2025.1561957762558,IM-2/Odin/LTB/CGEO-1,Falcon 9,FT5,B1083,9,36.7859,2025-01-21T05:24:50Z,KSC / LC39A,DS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-043,2025-03-03T02:24:00Z,2025 Mar  3 0224:00,2025,2025.167397260274,Starlink Group 12-20,Falcon 9,FT5,B1086,5,26.1326,2025-02-04T23:13:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-047,2025-03-12T03:10:12Z,2025 Mar 12 0310:12,2025,2025.192142694064,SPHEREx,Falcon 9,FT5,B1088,3,56.3342,2025-01-14T19:09:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-048,2025-03-13T02:35:30Z,2025 Mar 13 0235:30,2025,2025.1948164003045,Starlink Group 12-21,Falcon 9,FT5,B1069,22,36.6809,2025-02-04T10:15:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-049,2025-03-14T23:03:48Z,2025 Mar 14 2303:48,2025,2025.1998930745815,Dragon C210.4,Falcon 9,FT5,B1090,2,87.0263,2024-12-17T22:26:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-052,2025-03-15T06:43:00Z,2025 Mar 15 0643:00,2025,2025.2007667427702,Transporter-13,Falcon 9,FT5,B1081,13,100.1514,2024-12-05T03:05:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-053,2025-03-15T11:35:10Z,2025 Mar 15 1135:10,2025,2025.2013226154236,Starlink Group 12-16,Falcon 9,FT5,B1078,18,34.6782,2025-02-08T19:18:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-057,2025-03-18T19:57:50Z,2025 Mar 18 1957:50,2025,2025.210498160832,Starlink Group 12-25,Falcon 9,FT5,B1077,19,35.0448,2025-02-11T18:53:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-058,2025-03-21T06:49:00Z,2025 Mar 21 0649,2025,2025.2172165144598,NRO Starshield C1,Falcon 9,FT5,B1088,4,9.1519,2025-03-12T03:10:12Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-063,2025-03-26T22:11:40Z,2025 Mar 26 2211:40,2025,2025.232670598681,Starlink Group 11-7,Falcon 9,FT5,B1063,24,61.3366,2025-01-24T14:07:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-065,2025-03-31T19:52:50Z,2025 Mar 31 1952:50,2025,2025.2461050862507,Starlink Group 6-80,Falcon 9,FT5,B1080,17,40.8549,2025-02-18T23:21:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-066,2025-04-01T01:46:00Z,2025 Apr  1 0146,2025,2025.2467770167427,Dragon C207.4,Falcon 9,FT5,B1085,6,75.816,2025-01-15T06:11:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-069,2025-04-04T01:02:50Z,2025 Apr  4 0102:50,2025,2025.2549140664637,Starlink Group 11-13,Falcon 9,FT5,B1088,5,13.7596,2025-03-21T06:49:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-070,2025-04-06T03:07:20Z,2025 Apr  6 0307:20,2025,2025.2606303906646,Starlink Group 6-72,Falcon 9,FT5,B1078,19,21.6473,2025-03-15T11:35:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-074,2025-04-12T12:25:00Z,2025 Apr 12 1225,2025,2025.2781297564688,NRO Starshield A7,Falcon 9,FT5,B1071,24,60.4278,2025-02-11T02:09:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-075,2025-04-13T00:53:30Z,2025 Apr 13 0053:30,2025,2025.2795538432267,Starlink Group 12-17,Falcon 9,FT5,B1083,10,45.0257,2025-02-27T00:16:30Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-076,2025-04-14T04:00:10Z,2025 Apr 14 0400:10,2025,2025.2826487189243,Starlink Group 6-73,Falcon 9,FT5,B1067,27,57.9069,2025-02-15T06:14:10Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-079,2025-04-20T12:29:00Z,2025 Apr 20 1229,2025,2025.300055175038,NRO Starshield A8,Falcon 9,FT5,B1082,12,56.4519,2025-02-23T01:38:20Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-080,2025-04-21T08:15:45Z,2025 Apr 21 0815:45,2025,2025.3023130707763,Dragon C209.5,Falcon 9,FT5,B1092,3,27.6026,2025-03-24T17:48:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-081,2025-04-22T00:48:34Z,2025 Apr 22 0048:34,2025,2025.3042019913748,Bandwagon-3,Falcon 9,FT5,B1090,3,38.0728,2025-03-14T23:03:48Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-083,2025-04-25T01:52:40Z,2025 Apr 25 0152:40,2025,2025.312543125317,Starlink Group 6-74,Falcon 9,FT5,B1069,23,42.9703,2025-03-13T02:35:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-085,2025-04-28T02:09:40Z,2025 Apr 28 0209:40,2025,2025.3207946473872,Starlink Group 12-23,Falcon 9,FT5,B1077,20,40.2582,2025-03-18T19:57:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-087,2025-04-28T20:42:20Z,2025 Apr 28 2042:20,2025,2025.3229115931,Starlink Group 11-9,Falcon 9,FT5,B1063,25,32.938,2025-03-26T22:11:40Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-091,2025-05-02T01:51:10Z,2025 May  2 0151:10,2025,2025.3317183536276,Starlink Group 6-75,Falcon 9,FT5,B1080,18,31.2488,2025-03-31T19:52:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-092,2025-05-04T08:54:40Z,2025 May  4 0854:40,2025,2025.3380035514967,Starlink Group 6-84,Falcon 9,FT5,B1078,20,28.2412,2025-04-06T03:07:20Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-093,2025-05-07T01:17:20Z,2025 May  7 0117:20,2025,2025.345352612887,Starlink Group 6-93,Falcon 9,FT5,B1085,7,35.9801,2025-04-01T01:46:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-094,2025-05-10T00:19:50Z,2025 May 10 0019:50,2025,2025.3534623921867,Starlink Group 15-3,Falcon 9,FT5,B1081,14,55.7339,2025-03-15T06:43:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-095,2025-05-10T06:28:00Z,2025 May 10 0628:00,2025,2025.3541628614917,Starlink Group 6-91,Falcon 9,FT5,B1083,11,27.2323,2025-04-13T00:53:30Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-098,2025-05-13T01:15:10Z,2025 May 13 0115:10,2025,2025.3617868467784,Starlink Group 15-4,Falcon 9,FT5,B1088,6,39.0086,2025-04-04T01:02:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-099,2025-05-13T05:02:20Z,2025 May 13 0502:20,2025,2025.362219051243,Starlink Group 6-83,Falcon 9,FT5,B1067,28,29.0432,2025-04-14T04:00:10Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-101,2025-05-14T16:38:50Z,2025 May 14 1638:50,2025,2025.3662839294775,Starlink Group 6-67,Falcon 9,FT5,B1090,4,22.6599,2025-04-22T00:48:34Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-102,2025-05-16T13:43:50Z,2025 May 16 1343:50,2025,2025.3714304287164,Starlink Group 15-5,Falcon 9,FT5,B1093,2,38.6095,2025-04-07T23:06:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-110,2025-05-23T22:32:20Z,2025 May 23 2232:20,2025,2025.391614028412,Starlink Group 11-16,Falcon 9,FT5,B1075,18,110.9793,2025-02-01T23:02:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-111,2025-05-24T17:19:00Z,2025 May 24 1719:00,2025,2025.3937576103501,Starlink Group 12-22,Falcon 9,FT5,B1069,24,29.6433,2025-04-25T01:52:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-112,2025-05-27T16:57:15Z,2025 May 27 1657:15,2025,2025.4019354071538,Starlink Group 17-1,Falcon 9,FT5,B1082,13,37.1863,2025-04-20T12:29:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-113,2025-05-28T13:30:00Z,2025 May 28 1330:00,2025,2025.4042808219178,Starlink Group 10-32,Falcon 9,FT5,B1080,19,26.4853,2025-05-02T01:51:10Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-116,2025-05-30T17:37:59Z,2025 May 30 1737:59,2025,2025.4102320839675,GPS III SV08,Falcon 9,FT5,B1092,4,39.3904,2025-04-21T08:15:45Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-117,2025-05-31T20:10:00Z,2025 May 31 2010:00,2025,2025.4132610350075,Starlink Group 11-18,Falcon 9,FT5,B1071,25,49.3229,2025-04-12T12:25:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-119,2025-06-03T04:43:40Z,2025 Jun  3 0443:40,2025,2025.4197177828514,Starlink Group 12-19,Falcon 9,FT5,B1077,21,36.1069,2025-04-28T02:09:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-120,2025-06-04T23:40:30Z,2025 Jun  4 2340:30,2025,2025.4246204337899,Starlink Group 11-22,Falcon 9,FT5,B1063,26,37.1237,2025-04-28T20:42:20Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-122,2025-06-07T04:54:00Z,2025 Jun  7 0454,2025,2025.430696347032,SXM-10,Falcon 9,FT5,B1085,8,31.1505,2025-05-07T01:17:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-123,2025-06-08T14:20:10Z,2025 Jun  8 1420:10,2025,2025.434513254693,Starlink Group 15-8,Falcon 9,FT5,B1088,7,26.5451,2025-05-13T01:15:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-124,2025-06-10T13:05:40Z,2025 Jun 10 1305:40,2025,2025.4398509639777,Starlink Group 12-24,Falcon 9,FT5,B1083,12,31.2762,2025-05-10T06:28:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-126,2025-06-13T01:54:50Z,2025 Jun 13 0154:50,2025,2025.4467938229325,Starlink Group 15-6,Falcon 9,FT5,B1081,15,34.066,2025-05-10T00:19:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-127,2025-06-13T15:29:00Z,2025 Jun 13 1529:00,2025,2025.4483428462709,Starlink Group 12-26,Falcon 9,FT5,B1078,21,40.2738,2025-05-04T08:54:40Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-129,2025-06-17T03:36:50Z,2025 Jun 17 0336:50,2025,2025.4579467909691,Starlink Group 15-9,Falcon 9,FT5,B1093,3,31.5785,2025-05-16T13:43:50Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-130,2025-06-18T05:55:10Z,2025 Jun 18 0555:10,2025,2025.46094970827,Starlink Group 10-18,Falcon 9,FT5,B1090,5,34.553,2025-05-14T16:38:50Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-133,2025-06-23T05:58:30Z,2025 Jun 23 0558:30,2025,2025.4746546803653,Starlink Group 10-23,Falcon 9,FT5,B1069,25,29.5274,2025-05-24T17:19:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-135,2025-06-23T21:25:00Z,2025 Jun 23 2125:00,2025,2025.4764174277016,Transporter-14,Falcon 9,FT5,B1071,26,23.0521,2025-05-31T20:10:00Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-136,2025-06-25T06:31:53Z,2025 Jun 25 0631:53,2025,2025.4801976471335,Dragon C213.1,Falcon 9,FT5,B1094,2,57.1651,2025-04-29T02:34:10Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-137,2025-06-25T19:54:50Z,2025 Jun 25 1954:50,2025,2025.4817253297817,Starlink Group 10-16,Falcon 9,FT5,B1080,20,28.2672,2025-05-28T13:30:00Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-139,2025-06-28T04:26:00Z,2025 Jun 28 0426:00,2025,2025.4881773211569,Starlink Group 10-34,Falcon 9,FT5,B1092,5,28.45,2025-05-30T17:37:59Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-142,2025-06-28T17:13:00Z,2025 Jun 28 1713:00,2025,2025.489636605784,Starlink Group 15-7,Falcon 9,FT5,B1088,8,20.12,2025-06-08T14:20:10Z,VSFBS / SLC4E,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-143,2025-07-01T21:04:00Z,2025 Jul  1 2104,2025,2025.4982952815828,MTG-S1,Falcon 9,FT5,B1085,9,24.6736,2025-06-07T04:54:00Z,KSC / LC39A,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
2025-144,2025-07-02T06:28:10Z,2025 Jul  2 0628:10,2025,2025.4993686580417,Starlink Group 10-25,Falcon 9,FT5,B1067,29,50.0596,2025-05-13T05:02:20Z,CC / LC40,OS,https://planet4589.org/space/gcat/data/launch/Falcon9.html
